"content","cmp_code"
"Trotz steigender Steuereinnahmen sind die Schulden der Bundesrepublik während Merkels Kanzlerschaft um 500 Mrd. Euro gestiegen.","305"
"Anstatt wichtige Reformen zu finanzieren, verplempert sie das Geld der SteuerzahlerInnen und steckt es in ein unsinniges Betreuungsgeld oder – schlimmer noch – versorgt damit durch eine Senkung des Mehrwertsteuersatzes für die Hotelbranche („Mövenpick-Steuer“) eine einzelne Interessengruppe.","305"
"Die Verschuldung ist jedoch so hoch, dass für die Bewältigung gemeinsamer Herausforderungen an Ausgabenkürzungen, Subventionsabbau und Steuererhöhungen kein Weg vorbeiführt.","414"
"Wer etwas anderes versucht, handelt fahrlässig.","414"
"Umgekehrt gilt aber auch: Nicht alles, was wünschenswert ist, ist ab sofort finanzierbar.","414"
"Deswegen setzen wir für eine Regierungsübernahme klare Prioritäten bei den finanzwirksamen Projekten.","414"
"Wer wichtige Zukunftsprojekte finanzieren und öffentliche Haushalte solide aufstellen will, muss Prioritäten setzen.","414"
"Grüne Haushaltspolitik steht deshalb für eine gründliche Aufgabenprüfung, die unnötige Ausgaben vermeidet.","414"
"Durch Reduzierung der Schwarzarbeit, die Einführung eines Mindestlohns, die Abschaffung umweltschädlicher Subventionen wie des Dienstwagenprivilegs oder der Steuerbefreiung von Kerosin, den Verzicht auf Prestigebau projekte, den Verzicht auf teure und unsinnige Rüstungsprojekte sowie eine weitere Verkleinerung der Bundeswehr und eine Straffung im Beschaffungswesen können wir Milliarden einsparen.","414"
"Grüne Haushaltspolitik schützt das Klima.","501"
"Mit einem grünen Klimaschutzhaushalt wollen wir klimaschädliche Subventionen abbauen und so die ökologische Verschuldung verringern.","501"
"Mit den Mehreinnahmen wollen wir wichtige Energiewende- und Klimaschutzprogramme solide finanzieren","501"
"und zudem noch einen Beitrag zur Haushaltskonsolidierung leisten.","414"
"Grüne Haushaltspolitik ist geschlechtergerecht.","503"
"Wir wollen in den Bundesministerien Gender-Budgeting einführen, damit öffentliche Gelder zielgenauer, gerechter und sparsamer eingesetzt werden.","303"
"Dazu wollen wir analysieren, von welchen Geldern Männer und Frauen profitieren, um auf dieser Basis dann Steuerungsinstrumente für die Haushaltspolitik zu entwickeln.","503"
"Eine funktionierende öffentliche Infrastruktur, eine gut ausgebildete Bevölkerung und ein funktionierendes Gemeinwesen sind Voraussetzungen für unternehmerischen Erfolg und den Aufbau privaten Vermögens.","411"
"Der private Reichtum in Deutschland ist in den letzten 20 Jahren extrem stark angewachsen.","503"
"Die Steuern auf hohe Einkommen sowie Vermögen und Erbschaften sind in den letzten zwei Jahrzehnten gesunken.","503"
"Gleichzeitig ist die öffentliche Hand auf allen Ebenen verschuldet und strukturell unterfinanziert.","414"
"Es ist an der Zeit, dass wir dieses Missverhältnis beenden.","414"
"Wir können bei der Finanzierung öffentlicher Güter nicht mehr auf grenzenloses Wachstum oder neue Schulden setzen.","416"
"Wir müssen daher die Einnahmen des Staates maßvoll erhöhen.","502"
"Der Spielraum dafür ist angesichts der privaten Reichtums- und Einkommensentwicklung da, privater Wohlstand muss wieder stärker zur Finanzierung des Gemeinwesens und damit zur Finanzierung seiner eigenen Voraussetzungen beitragen.","408"
"Wer mit uns regieren will, muss deshalb mit uns die Unterfinanzierung des Staates in Bund, Ländern und Kommunen durch höhere Steuern auf große Einkommen und Vermögen beenden.","408"
"Dabei wissen wir, dass ein pures Mehr von staatlichen Ausgaben keine nachhaltige Lösung ist.","414"
"Auch staatliche Ausgaben müssen effizient sein und entsprechend hinterfragt werden.","303"
"Wir werden alle staatlichen Ausgabenprogramme einer Effizienzprüfung unterziehen.","303"
"Ziel ist es dabei, auf allen staatlichen Ebenen Bürokratie abzubauen und Entscheidungswege zu straffen.","303"
"Programme mit einem hohen Verwaltungsaufwand werden wir grundsätzlich überprüfen.","303"
"Wir von BÜNDNIS 90/DIE GRÜNEN bieten als einzige Partei ein Programm, in dem zusätzliche Ausgaben durch Kürzungen, Einsparungen und Steuererhöhungen gegenfinanziert sind.","414"
"Wir sagen konkret: Manche zahlen zu wenig Steuern, ob auf Einkommen, Vermögen oder Umweltverbrauch.","503"
"Andere kassieren Subventionen, die den Staat Milliarden kosten, wie die Pharma- und die Agrarindustrie.","503"
"Wir scheuen uns nicht, ungerechte und schädliche Subventionen abzuschaffen und einzelnen Interessengruppen Reformen und Einsparungen zuzumuten.","414"
"Wer GRÜN wählt, bekommt keine finanzpolitische Katze im Sack, sondern klare und ehrliche Politik.","305"
"Die Bürgerinnen und Bürger sind sich einig: Wir brauchen einen handlungsfähigen Staat – und dafür brauchen wir solide Finanzen.","414"
"Aktive Politik vor Ort gelingt nur mit Kommunen, die nicht durch Überschuldung und zu geringe Finanzkraft ihrer Handlungsfähigkeit beraubt sind, der Bildungsaufbruch gelingt nur mit starken Länderfinanzen und der soziale Ausgleich gelingt nur mit einem handlungsfähigen Bundeshaushalt.","414"
"Schaffen wir dafür endlich eine politische Mehrheit.","305"
"Wir halten deshalb Einnahmen und Ausgaben im Gleichgewicht","414"
"und sorgen für eine faire Finanzierung unseres Gemeinwesens, an dem alle teilhaben und starke Schultern mehr tragen als schwache.","503"
"Eine solide Finanzpolitik eröffnet demokratische Gestaltungsspielräume und macht so Einmischung erst möglich.","202"
"Hohe Schulden setzen die öffentliche Hand den Kreditgebern auf den Finanzmärkten aus.","414"
"Schuldenabbau ist deswegen ein wesentlicher Baustein, um das Primat der Politik wieder gelten zu lassen.","414"
"Wir wollen solide Finanzen, um eine gute Zukunft zu schaffen:","414"
"Wer jetzt nicht in Bildung investiert, begeht ein schweres Versäumnis.","506"
"Wer jetzt nicht die ökologische Transformation vorantreibt, muss später mit viel Geld Umweltschäden beseitigen.","501"
"Wer zulässt, dass Menschen in Armut leben, der sorgt für Perspektivlosigkeit.","503"
"Wer heute nicht für solide öffentliche Finanzen sorgt, der verbaut uns eine gute Zukunft.","414"
"1. Ökologisch, gerecht und wirtschaftlich vernünftig: die grüne Steuerpolitik",NA
"Grüne Steuerpolitik ist ökologisch, weil sie dazu beiträgt, dass Preise die ökologische Wahrheit sagen.","501"
"Dafür wollen wir die ökologische Finanzreform vorantreiben.","303"
"Der Anteil der Einnahmen aus Umweltsteuern am Gesamtsteueraufkommen ist in den vergangenen Jahren jedoch inflationsbedingt gefallen und damit der Anreiz zu ökologischem Verhalten.","501"
"Diesen Trend wollen wir durch einen schrittweisen Abbau umweltschädlicher Subventionen umkehren.","501"
"Dazu gehört eine Reform der Luftverkehrsteuer, der Kfz-Steuer und der Besteuerung von Diesel und Heizstoffen ebenso wie eine ökologische Besteuerung von Dienstwagen und das Streichen von Ausnahmen bei der Ökosteuer.","501"
"Wir wollen die ökologische Finanzreform auch auf nicht energetische Rohstoffe ausweiten, um die umweltschädliche Verschwendung von Düngemitteln, Baustoffen und Verpackungen zu reduzieren.","501"
"Wir setzen uns für eine Angleichung der Energie- und Umweltsteuern in Europa ein.","108"
"Grüne Steuerpolitik ist gerecht, weil stärkere Schultern mehr tragen als schwache.","503"
"Damit trägt sie zum sozialen Ausgleich bei.","503"
"Gerecht ist oft auch einfach:","303"
"Wenn wir das Steuerrecht entrümpeln und seine Qualität verbessern, reduziert das Gestaltungsmöglichkeiten findiger Steuertrickser.","303"
"Gleichzeitig ermöglichen wir so den Finanzämtern geltendes Steuerrecht durchzusetzen – ein Beitrag zur Steuergerechtigkeit.","503"
"Ein besserer Steuervollzug und die Bekämpfung von Steuerhinterziehung ist ein zentraler Baustein grüner Steuerpolitik.","605"
"Deutschland gehen laut Schätzungen jedes Jahr Steuereinnahmen in Höhe von 150 Mrd. Euro verloren, weil das komplizierte Steuerrecht Schlupflöcher besonders für hohe Einkommen eröffnet, weil große Unternehmen ihre Steuerlast international verlagern können und weil die Steuerprüfung und Steuerfahndung der Länder personell oft unzureichend ausgestattet ist oder Ausstände nicht konsequent eingetrieben werden, wie beispielsweise die Vertragsstrafe und der Schadensersatz von Toll Collect in Höhe von fast 5 Mrd. Euro.","605"
"Es sind die ehrlichen BürgerInnen, die deshalb mehr Steuern zahlen müssen oder weniger öffentliche Leistungen erhalten.","503"
"Und es sind die kleineren und national tätigen Unternehmen, die so mehr belastet werden als ihre größeren Konkurrenten.","402"
"Um die Steuertricksereien multinationaler Unternehmen wirksam verhindern zu können, brauchen wir mehr Transparenz.","605"
"Wir fordern daher länderbezogene Offenlegungspflichten.","408"
"Parallel zum politischen Einsatz für eine verbindliche EU-Regelung wollen wir diese Offenlegungspflichten in einem ersten Schritt auch national umsetzen.","408"
"Wir setzen uns dafür ein, dass international agierende Unternehmen ihre Gewinne in den Ländern versteuern müssen, in denen sie erwirtschaftet werden.","408"
"Steueroasen wollen wir effektiv bekämpfen:","107"
"Hierzu werden wir uns u. a. für eine europäische schwarze Liste und für Sanktionen gegen kooperationsunwillige Banken und Länder einsetzen.","107"
"Eine wirkungsvolle Steuerprüfung und Steuerfahndung sind im Sinne der Steuergerechtigkeit und ein Beitrag zu soliden öffentlichen Finanzen, die die Interessen aller drei Ebenen berücksichtigt.","303"
"Wir setzen uns für personelle und organisatorische Verbesserungen der Steuerverwaltung ein","303"
"und wollen eine Bundessteuerverwaltung, die das Nebeneinander der Ländersteuerverwaltungen ersetzt.","302"
"Die im Finanzverwaltungsgesetz enthaltenen Bundeskompetenzen sind zu nutzen, um einheitliche Mindeststandards bei der Steuererhebung und -prüfung festzulegen und durchzusetzen.","302"
"Steuergestaltungsmodelle sollen zum Schutz vor missbräuchlicher Steuergestaltung meldepflichtig und offengelegt werden, um sie zu verhindern.","0"
"Das steuerliche Bankgeheimnis muss abgeschafft und durch eine grundsätzliche Kontrollmitteilungspflicht der Banken ersetzt werden, wie sie heute bereits in den meisten OECD-Ländern besteht.","403"
"Finanztransaktionen in und aus Niedrigsteuerländern werden in Frankreich mit einer Strafsteuer belegt.","406"
"Das wollen wir für alle EU-Staaten zur allgemeinen Regel machen.","406"
"Doppelbesteuerungsabkommen müssen einen automatischen Informationsaustausch enthalten und so ausgestaltet sein, dass sie aggressive Steuergestaltung und schädlichen Steuerwettbewerb zwischen Staaten verhindern.","107"
"Daher wollen wir in den deutschen Doppelbesteuerungsabkommen von der Freistellungs- zur Anrechnungsmethode übergehen.","303"
"Wir wollen eine gleichmäßige steuerliche Belastung von Unternehmen erreichen, unabhängig von Größe, Branche oder internationaler Ausrichtung.","303"
"Instrumente gegen Missbrauch und für den Erhalt von nationalen Steueraufkommen wollen wir überprüfen, weiterentwickeln und gegebenenfalls nachschärfen.","303"
"Nach den letzten Änderungen der schwarz-gelben Koalition bei der Funktionsverlagerungsbesteuerung und der Zinsschranke muss sichergestellt sein, dass die ursprüngliche Zielsetzung und Aufkommenswirkung dieser Regelungen auch erreicht wird.","303"
"Grüne Steuerpolitik ist wirtschaftlich vernünftig.","409"
"Wir erhöhen Steuern, die wirtschaftliche Aktivitäten nur gering beeinflussen, und erzeugen mit den damit finanzierten öffentlichen Investitionen neue wirtschaftliche Dynamik:","411"
"Der Mittelständler vor Ort profitiert direkt von einer leistungsfähigen öffentlichen Infrastruktur, etwa einem guten Verkehrsnetz, einem Zugang zu Breitbandinternet und guten Schulen.","411"
"Eine höhere Erbschaftsteuer ist anreizneutral, weil erben nichts mit Leistung zu tun hat.","408"
"Vom Aufkommen profitieren allein die Länder, Mehreinnahmen können für dringend notwendige Investitionen in bessere Bildungs- und Betreuungsangebote verwendet werden.","506"
"So unterstützen wir auch die Länder mit höheren Einnahmen bei ihren Konsolidierungsanstrengungen.","414"
"Wir streben an, das Aufkommen aus der Erbschaftsteuer auf 8,6 Mrd. Euro zu verdoppeln.","408"
"Dazu beenden wir das verfassungswidrige und unsoziale Wirrwarr der bisherigen Regelungen.","303"
"Wir wollen die Bevorzugung von Erbschaften und Schenkungen gegenüber anderen Einkünften einschränken, indem wir die Freibeträge wieder auf ein vernünftiges Maß festsetzen und so die Bemessungsgrundlage verbreitern.","503"
"Kleine Erbschaften wollen wir weiterhin nicht besteuern.","503"
"Die von der großen Koalition eingeführte Befreiung von Betriebsvermögen ist ungerecht und verfassungswidrig.","408"
"Wir setzen stattdessen auf gesonderte Freibeträge und Stundungsregelungen, um Liquiditätsengpässe bei der Betriebsübertragung zu vermeiden.","408"
"Fälle, in denen Erbschaftsteuer und Vermögensabgabe parallel anfangen würden, werden wir so berücksichtigen, dass keine doppelten Belastungen und keine Substanzbesteuerung auftreten können, z. B. durch eine zeitliche Streckung.","408"
"Statt kommunalen Investitionsstaus brauchen wir Geld für eine gute Politik vor Ort.","301"
"Neben ihren Anteilen an Einkommen- oder Mehrwertsteuer sollen die Kommunen auf ihre eigenen Quellen zählen können:","301"
"Die Reform der Grundsteuer wollen wir zügig vorantreiben.","303"
"Dazu haben wir ein Modell diskutiert, nach dem die Grundsteuer nach den aktuellen, pauschalierten Verkehrswerten berechnet werden soll.","303"
"Leitplanken sind für uns GRÜNE: eine verfassungsfeste, gerechte Besteuerung ohne ökologische Fehlanreize.","303"
"Das Hebesatzrecht liegt bei den Kommunen.","301"
"Die Gewerbesteuer soll zu einer kommunalen Wirtschaftsteuer mit breiter Bemessungsgrundlage ausgeweitet werden.","301"
"Diese gilt auch für FreiberuflerInnen und zieht Zinsen, Mieten und Lizenzgebühren stärker als bisher bei der Berechnung heran.","408"
"Da diese die Gewerbesteuer auf die Einkommensteuer anrechnen können, würden sie im Regelfall nicht mehr belastet, aber künftig als selbständige UnternehmerInnen ihren Beitrag zur Finanzierung der kommunalen Infrastruktur leisten.","408"
"An der Anrechnung der Gewerbesteuer auf die Einkommensteuer halten wir fest.","408"
"So wird das Steueraufkommen stabiler und zwischen den Kommunen gleichmäßiger verteilt.","301"
"In einer notwendigen Diskussion um die Neuregelung des Länderfinanzausgleichs müssen die Fragen eigener Einnahmequellen für die Länder, die Neuordnung des Finanzausgleichs, Probleme der Konnexität und der Weiterleitung von Finanzmitteln zwischen den Ebenen, Altschuldenhilfe auch für überschuldete Kommunen und einer kommunalen Mindestausstattung gerade vor dem Hintergrund der Schuldenbremse baldmöglichst in einer weiteren Föderalismuskommission zwischen Bund, Ländern und Kommunen geklärt werden.","301"
"Die Verschuldung von Ländern und Kommunen hat eine Höhe erreicht, welche die Erfüllung der Daseinsvorsorge in Frage stellt und notwendige Investitionen in Bildung und Klimaschutz verhindert.","301"
